mid,title,introduction,rating,releasedate,url
751,卢旺达饭店 Hotel Rwanda,1994年卢旺达宣布独立后，胡图族与图西族两部族之间矛盾重重，多次发生冲突，战事持续不断。胡图族大肆屠杀图西族人，在这种背景下，卢旺达饭店经理保罗一直四面奔走，最终成功挽救了饭店里一千多名图西族和胡图族难民。,8.9,2004-09-11(多伦多电影节),https://movie.douban.com/subject/1291822/
752,少林足球,二十年前有“黄金右脚”之称，但因一场被师兄强雄设计陷害的比赛而断了右脚自此名誉扫地的明锋（吴孟达）偶然认识了有惊人脚力的星（周星驰），说服了对方练习足球参加不久会举行的全国超级杯足球大赛，星找来曾一同在少林寺习武的一帮师兄弟，并唤醒了他们快被平庸生活消磨光了的潜在斗志，众人经过历练终结成名副其实的“少林队”。阿梅（赵薇）以太极功夫制造馒头，令星十分敬佩与之成了好友，但阿梅不只当星为好友，只因样貌奇丑而自卑一直不敢表露心意。“少林队”在全国超级杯足球大赛上屡战屡捷杀进决赛，不想卫冕之战对手竟是强雄（谢贤）所带领的“魔鬼队”，同二十年前一样，强雄再耍阴招令“少林队”节节败退，关键时刻，阿梅现身。,8.1,2001-07-12(中国香港),https://movie.douban.com/subject/1297747/
753,霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,被吵醒的史矛革大闹长湖镇，最终为人类巴德（卢克·伊万斯 Luke Evans 饰）射杀。索林·橡木盾（理查德·阿米蒂奇 Richard Armitage 饰）多年的夙愿终于实现，孤山埃尔波尔重新回到矮人手中。然而这位矮人王子仿佛被史矛革的贪婪和堆成山的黄金迷惑了心窍，他 疯狂地搜寻象征王位的阿肯宝石，不仅撕毁了付给长湖镇报酬的约定，更拒绝了精灵王（李·佩斯 Lee Pace 饰）索要本族国宝的要求，为此导致三族的战争一触即发。与此同时，苍白半兽人阿索格率领大军浩浩荡荡向孤山逼近。得知消息的灰袍巫师甘道夫（伊恩·麦凯伦 Ian McKellen 饰）从中调停斡旋，而被索林视为唯一朋友的霍比特人比尔博·巴金斯（马丁·弗里曼 Martin John C. Freeman 饰）则掌握着中土命运的关键。五军会战，爆发在即！本片根据J.R.R·托尔金的同名原著...,8.6,2015-01-23(中国大陆),https://movie.douban.com/subject/2973079/
754,玩具总动员2 Toy Story 2,自从上一集牛仔伍迪救回巴斯光年之后，他一直和其他玩具一起快乐的生活在小主人家。一次，小主人参加夏令营去了，伍迪因为破旧而没被带去。留在家里的伍迪恰巧被一个玩具收藏家发现了，认为他是近代最具代表性的玩具。于是将伍迪被偷了出来放在颇富盛名的文化博物馆内展览。在家里所有的玩具 都很担心伍迪，因此巴斯光年自告奋勇去寻找伍迪，但是当他们发现伍迪在展览馆时， 伍迪却似乎不再愿意回去过那平凡的生活……,8.5,1999-11-24(美国),https://movie.douban.com/subject/1291574/
755,百鸟朝凤,老一代唢呐艺人焦三爷（陶泽如 饰）是个外冷内热的老人，看起来严肃古板，其实心怀热血。影片表现了在社会变革、民心浮躁的年代里，新老两代唢呐艺人为了信念的坚守所产生的真挚的师徒情、父子情、兄弟情。本片改编自肖江虹同名小说。,8.3,2016-05-06(中国大陆),https://movie.douban.com/subject/10831445/
756,扎克·施奈德版正义联盟 Zack Snyder's Justice League,布鲁斯·韦恩（本·阿弗莱克饰）为了确保不让超人（亨利·卡维尔饰）白白牺牲，他决定与戴安娜·普林斯（盖尔·加朵饰）联手并计划招募一支超能力者团队来保护世界免遭即将到来的灾难性威胁。但这项任务比布鲁斯想象中要困难，因为每位成员都必须面对并跨越自己过去的心魔，团结起来，最终形成一个前所未有的英雄联盟。 蝙蝠侠、神奇女侠、海王（杰森·莫玛饰）、钢骨（雷·费舍饰）、闪电侠（埃兹拉·米勒饰）现在必须联合起来，否则就无法阻止荒原狼（塞伦·希德饰）、狄萨德（彼得·吉尼斯饰）以及达克赛德（雷·波特饰）毁灭地球的可怕计划。,8.1,2021-05-03(中国大陆网络),https://movie.douban.com/subject/35076714/
757,李米的猜想,出租车司机李米（周迅 饰）嘴里一直叨叨着神秘的数字，坐她车的乘客都得回答她一个问题：见过这个男人吗？李米的男友方文已经失踪四年，然而在这四年里又一直不停地给她写信告知近况，找不到恋人的李米把他的照片贴在杂志里让人辨认，每天生活在极大的折磨下。这天她载了一对从云南来昆明等待交易的毒贩子裘水天（王宝强 饰）和裘火贵，这对毒贩在交易时发现“接头人”莫名其妙坠桥而亡，慌张失措时又遇见回头找钱给他们的李米，仓皇上车的裘火贵企图从李米这里抢回损失的金钱回老家。李米利用时机报警，但随后裘水天拜托李米寻找自己的初恋小香而放走了她。这边坠桥的“接头人”撞上了马冰（邓超 饰）和菲菲（王柠 饰）的车头身亡，马冰和菲菲不由自主地牵扯到这宗命案里。正好被逮捕裘家兄弟的警察叶倾城（张涵予 饰）和李米发现了方文的踪迹——马冰和方文长得一模一样！只是马冰对于李米的相认十分淡漠，...,8.1,2008-09-19(中国大陆),https://movie.douban.com/subject/3230459/
758,X战警：逆转未来 X-Men: Days of Future Past,故事的设定发生在当下，变种人族群遭到了前所未有的毁灭性打击，而这一切的根源是“魔形女”瑞文（詹妮弗·劳伦斯 Jennifer Lawrence 饰）在1973年刺杀了玻利瓦尔·特拉斯克（彼特·丁拉基 Peter Dinklage 饰）。在得知“幻影猫”（艾伦·佩吉 E llen Page 饰）利用穿越时空的能力帮助Blink（范冰冰 饰）等战友逃脱巨型机器人“哨兵”的追杀后，X教授（帕特里克·斯图尔特 Patrick Stewart 饰）和万磁王（伊恩·麦克莱恩 Ian McKellen 饰）达成认同，决定让金刚狼（休·杰克曼 Hugh Jackman 饰）穿越回1973年，找到年轻的X教授（詹姆斯·麦卡沃伊 James McAvoy 饰）和年轻的万磁王（迈克尔·法斯宾德 Michael Fassbender 饰）并说服他们一起阻止魔形女的行动。于是...,8.2,2014-05-23(美国/中国大陆),https://movie.douban.com/subject/10485647/
759,82年生的金智英 82년생 김지영,表面看来，金智英（郑有美 饰）是一个生活在幸福之中的家庭主妇，有一个收入不菲又温柔体贴的丈夫郑大贤（孔侑 饰）和一个非常可爱的女儿，在波澜不惊的日子里享受着每一天的平淡和安稳。实际上，金智英的内心早就如同地震一般的产生了天崩地裂的动摇，在她的身上背负着无比沉重的枷锁。婆婆面前，她要扮演逆来顺受的好儿媳。丈夫面前，她又是无条件支持他的贤妻。面对女儿，金智英必须隐藏起脆弱，做她无坚不摧的母亲。那么，真正的金智英究竟在哪儿呢？长久的压抑和挣扎中，金智英患上了心理疾病，郑大贤决定和妻子一起接受心理咨询，共同面对命运设置给他们的难题。,8.6,2019-11-07(中国香港),https://movie.douban.com/subject/30327842/
760,国产凌凌漆 國產凌凌漆,一代著名特工凌凌漆（周星驰 饰）长期被上级弃用，沦为卖肉摊主。一具价值连城的恐龙骨架被一个浑身盔甲的金枪客盗去，因为线索少任务危险，凌凌漆又被高层领导委以重任。 凌凌漆依循线索来到香港，与联络人香琴（袁咏仪 饰）碰头，不想香琴处心积虑找机会要将凌凌漆杀死，原来她的另一身份是金枪客派来的杀手，但经历过出生入死的战斗后，香琴与凌凌漆渐生出了真情。而此时，金枪客的真实身份也被曝光，发现自己掉进某个阴谋里的凌凌漆开始奋力与敌手较量。,8.4,1994-10-13(中国香港),https://movie.douban.com/subject/1307739/
761,再次出发之纽约遇见你 Begin Again,格雷塔（凯拉·奈特莉 Keira Knightley 饰）抛弃了一切跟随着男友戴夫（亚当·李维 Adam Levine 饰）来到美国纽约实现他们的音乐和爱情梦想，没想到曾经幻想过的美好一切化作泡影，在获得了更好的工作机会后，戴夫果断抛弃了格雷塔，留下她一人苦苦在底层挣扎。丹（马克·鲁法洛 Mark Ruffalo 饰）最近的生活也不好过，他发现自己无法从思念前妻马瑞安（凯瑟琳·基纳 Catherine Keener 饰）的感情中走出来，与此同时，他的女儿维奥莱特（海莉·斯坦菲尔德 Hailee Steinfeld 饰）正处于一生中最叛逆的阶段。丹和格雷塔，命运让这失意的两人于一间小小的酒吧里相遇了，等待着他们的，会是怎样充满波折而又浪漫满满的故事呢？,8.6,2015-06-26(中国大陆),https://movie.douban.com/subject/6874403/
762,岁月神偷 歲月神偷,60年代的香港，风云变幻。一面要忍受港英政府的压制，一面又受到内地运动的波及，更要面对不时登陆的台风暴雨。老字号的永利街就处在这样一个风暴的旋涡中心。鞋匠罗一家四口，在街尾以做鞋为生。罗先生（任达华 饰）做得一手好鞋，在那个混乱的年代仅能养家糊口；罗太太（吴君如 饰）为人辛辣直率，人称“侠盗罗嫂”。大儿子罗进一（李治廷 饰）16岁，品学兼优，是运动会的冠军，全家人的希望，也是永利街的骄傲；小儿子罗进二（钟绍图 饰）8岁，在父母溺爱之下，天性顽劣，出了名的顽皮整蛊……一家人艰难度日，也算其乐融融。然而大儿子与富家小姐芳菲（蔡颖恩 饰）之间一段纯美的初恋、一场扫荡整个香港的飓风暴雨、更有一场潜伏已久的噩梦，让这个普通家庭的平安幸福在一夜之间陡生变故、支离破碎……面对岁月这个最大的“神偷”，顽强不屈的人该如何去抵抗？2010第60届柏林电影节“新生代...,8.7,2010-04-16(中国大陆),https://movie.douban.com/subject/3792799/
763,谁先爱上他的 誰先愛上他的,宋正远（陈如山 饰）因为癌症去世了，留下了老婆刘三莲（谢盈萱 饰）独自拉扯着儿子宋呈希（黄圣球 饰）。让刘三莲无法原谅的是，宋正远人生的最后一段旅程是和一个名叫高裕杰（邱泽 饰）的男人一起度过的。高裕杰是宋正远从前的恋人，只不过最终宋正远选择了结婚生子去过正常人的生活，而高裕杰则对他一直恋恋不忘。更让刘三莲无法忍受的是，宋正远竟然将自己的保险金全部留给了高裕杰，不仅如此，自己叛逆的儿子竟然也选择了抛弃自己，赖在高裕杰的家里不肯走，这个男人到底是有什么魔力？！在宋呈希的眼中，高裕杰是一个吊儿郎当的男人，他沉默着凝视着这个男人，仿佛想要从他的身上看到另一个熟悉的身影。,8.6,2018-11-02(中国台湾),https://movie.douban.com/subject/27119586/
764,怪兽大学 Monsters University,自幼憧憬惊吓专员职业的大眼仔麦克·华斯基（比利·克里斯托 Billy Crystal 配音），终于如愿考入曾走出过无数传奇人物的怪兽大学惊吓学院。对于这个相貌讨喜、丝毫没有任何恐怖气场的小怪物来说，死啃书本似乎是实现梦想的唯一途径。与之相对，系出惊吓名门的同学毛怪詹姆士·苏利文（约翰·古德曼 John Goodman 配音）天生是周围同学关注的焦点，完全一副什么都无所谓的浪荡公子哥做派。倒霉的是这两个脾气完全不合的家伙惹到了极其严格的院长迪安·哈德斯克莱博（海伦·米伦 Helen Mirren 配音），结果在期中考试时被三振出局，驱逐出惊吓学院。不甘失败的大眼仔抓住一线机会，集结团队报名参加兄弟会举办的惊吓游戏，只要获胜的话便有机会重返惊吓学院。而在高手云集的赛场上，大眼仔与毛怪即将迎接前所未有的挑战……本片为皮克斯动画片《怪兽电力公司》的前传。,8.3,2013-08-23(中国大陆),https://movie.douban.com/subject/3789848/
765,霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,距离孤山越来越近，矮人远征军的道路却变得异常艰险。他们躲过了苍白半兽人的不懈追杀，在幽暗密林前和甘道夫（伊恩·麦凯伦 Ian McKellen 饰）兵分两路，后者前往多尔哥多探寻索伦的动向，而霍比特人比尔博·巴金斯（马丁·弗里曼 Martin John C. Freeman 饰）和矮人们先是遭到巨大蜘蛛的袭击，随后又被精灵王子莱戈拉斯（奥兰多·布鲁姆 Orlando Bloom 饰）及其木精灵同伴捕获。比尔博急中生智，利用魔戒救出伙伴，继而引发了木精灵、半兽人和矮人远征军之间精彩纷呈的三方会战。借助巴德（卢克·伊万斯 Luke Evans 饰）的帮助，疲惫的矮人们暂时落脚长湖镇。近在咫尺的孤山城堡，沉睡在财宝中的巨龙即将醒来……本片根据J.R.R·托尔金的同名原著改编。,8.5,2014-02-21(中国大陆),https://movie.douban.com/subject/11606328/
766,燃烧女子的肖像 Portrait de la jeune fille en feu,1760年法国布列塔尼，才华洋溢的年轻女画家玛莉安（诺米·梅兰特饰）收到委托，需要在对方不知情的状况下，完成富家小姐艾洛伊兹（阿黛拉·哈内尔饰）出嫁前的肖像画。两人在孤岛相依为命，白天女画家悄悄观察小姐的一举一动，到了晚上才纵情下笔。两人在画与被画的亲密接触下，即便是在充满礼教束缚的时代，却也渐渐萌发了禁忌的暧昧情愫，随着大婚之日越来越近，她们的爱火却越烧越猛烈…,8.7,2019-05-19(戛纳电影节),https://movie.douban.com/subject/30257175/
767,血钻 Blood Diamond,九十年代非洲塞拉利昂，连连战火使这片土地饱受摧残，非法钻石贸易日益猖獗。阿彻（莱昂纳多•迪卡普里奥 饰）是一个地道的战争贩子，靠倒卖战区钻石为生，他在监狱中无意得知渔夫所罗门手里有极品粉钻。意识到这是自己离开非洲的机会，出狱后，他找到所罗门，准备和他一起找出钻石，离开非洲。所罗门是普通的渔民，因为内战和家人分离，被叛军强制开采钻石，他发现一颗极品粉钻，藏了起来；战乱来临，所罗门进了监狱，后被阿彻救出，并在战地记者麦迪•鲍文(珍妮弗•康纳利 饰)的帮助下，找到了失散的家人，此时，他的儿子迪亚却被叛军带走，生死未卜。悲愤的所罗门答应和阿彻合作，在叛军的控制范围内寻找钻石，并寻找儿子。两个截然不同的人，因为一颗血钻将命运联系在了一起。,8.7,2006-12-08(美国),https://movie.douban.com/subject/1428175/
768,雨人 Rain Man,查理（汤姆·克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀·霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了算计，他把雷蒙带出精神病院，企图骗他出让遗产。雷蒙的生活习惯奇异，活在自己的幻想世界里，有很多离奇古怪的行为。并且，查理在共处中发现了雷蒙惊人的记忆能力，他试着利用哥哥过目不忘的本领去赌场上试一下身手，赢得了一大笔奖金，使查理足以摆脱穷困生活。而令查理收获更大的是，他还获得了慢慢升温的亲情，这种手足情远远胜过了他原先图谋的300万的遗产。,8.7,1988-12-16(美国),https://movie.douban.com/subject/1291870/
769,谍影重重3 The Bourne Ultimatum,失去了心爱的女人，波恩（马特•戴蒙 饰）面临更为艰难的日子，他努力回忆，却只能在睡梦中被脑海里一知半解的闪回所惊醒，依然无法记起自己的身份。但是波恩注定不是平凡人，不等他冷静下来好好“寻找回”自己真正的身份，中情局派出的杀手又接踵而至。在接连的几次较量之后，杰森•伯恩终于被彻底激怒，决定反戈一击——他主动追击杀手，到过莫斯科、马德里。巴黎，也在伦敦和丹吉尔做过停留。随着问题一个一个解决，杰森回到了纽约，在那里，他将会找到一切的答案，寻回自己的身份。,8.8,2007-11-15(中国大陆),https://movie.douban.com/subject/1578507/
770,猩球崛起 Rise of the Planet of the Apes,为了能让身患老年痴呆症的父亲重回正常的生活，威尔·罗曼（詹姆斯·弗兰科 James Franco 饰）一直致力于名为“Cure”的基因药物的开发，并在大猩猩身上不断进行着药物试验。在公司已经失去信心的同时，威尔继续在家完成试验，并在一只名为凯撒的大猩猩身上获得成功。借助灵长类学家卡洛琳（芙蕾达·平托 Freida Pinto 饰）的帮助，威尔发现凯撒的智力极大地提高。不过，人类的社会始终无法接受拥有极高智力的凯撒，凯撒被送往了猩猩看护所。看护所的残酷对待，使得凯撒利用智慧进行抗争，最终救走了同时被囚禁的其他猩猩，而且对它们都使用了Cure。一群高智商的猩猩与人类对立的战争就此拉开。本片获得了第84届奥斯卡最佳视觉效果的提名。,8.2,2011-10-28(中国大陆),https://movie.douban.com/subject/3274505/
771,金刚狼3：殊死一战 Logan,故事发生在2029年，彼时，X战警早已经解散，作为为数不多的仅存的变种人，金刚狼罗根（休·杰克曼 Hugh Jackman 饰）和卡利班（斯戴芬·莫昌特 Stephen Merchant 饰）照顾着年迈的X教授（帕特里克·斯图尔特 Patrick Stewart 饰），由于衰老，X教授已经丧失了对于自己超能力的控制，如果不依赖药物，他的超能力就会失控，在全球范围内制造无法挽回的灾难。不仅如此，金刚狼的自愈能力亦随着时间的流逝逐渐减弱，体能和力量都早已经大不如从前。某日，一位陌生女子找到了金刚狼，将一个名为劳拉（达芙妮·基恩 Dafne Keen 饰）的女孩托付给他，嘱咐他将劳拉送往位于加拿大边境的“伊甸园”。让罗根没有想到的是，劳拉竟然是被植入了自己的基因而培养出的人造变种人，而在传说中的伊甸园里，有着一群和劳拉境遇相似的孩子。邪恶的唐纳德（波伊德...,8.3,2017-03-03(中国大陆/美国),https://movie.douban.com/subject/25765735/
772,逃学威龙 逃學威龍,周星星（周星驰 饰）是飞虎队队长，奉命以卧底的身份到圣育强中学寻找警司于参观时被窃的配枪。周星星就算百般无奈还是接受了任务。他很快适应了学校的生活，功夫高强的他也受到了学校众多学生的拥戴，周星星也顺势调查失枪案件。警队的另一位卧底曹达华（吴孟达 饰）也参与了这个案件，最后也与同学一起合力，帮助周星星破获一踪大型军火贩卖案件。,8.1,1991-07-18(中国香港),https://movie.douban.com/subject/1302090/
773,惊魂记 Psycho,年轻的马里恩·克兰（珍妮特·利 饰）在Phoenix工作，深受老板洛厄里（沃恩·泰勒 饰）信任。男友萨姆·卢米斯（约翰·加文 饰）在Fairvale经营一家五金店，因要替亡父还债又要支付前妻赡养费而无力再婚，只能借出差的机会偶尔来与马里恩幽会。马里恩对此感到不满，于是在周五下午趁机携四万美元公款驾车潜逃。可是马里恩的潜逃之路并不顺利：先是在出城的时候被洛厄里目击，周六一大早又被警察怀疑。花了七百美元以旧车换新车之后，马里恩继续忐忑地行驶。入夜后，天降大雨，视线模糊，无法行驶，马里恩只得将车泊入路边的贝茨汽车旅馆投宿。老板诺尔曼（安东尼·珀金斯 饰）十分友善，试图邀请马里恩到家里共进晚餐，可惜被凶恶的母亲粗暴阻止，只得将晚餐端至旅馆客厅。马里恩在客厅一边进餐一边与诺尔曼交谈，终于决定周日返回Phoenix。用餐完毕，马里恩回房沐浴。这时，一个老妇的身影...,9.0,1960-06-16(纽约首映),https://movie.douban.com/subject/1293181/
774,招魂 The Conjuring,20世纪七十年代，罗杰（朗·里维斯顿 Ron Livingston 饰）与卡罗琳（莉莉·泰勒 Lili Taylor 饰）两夫妇带着他们五个可爱美丽的女儿，搬到了位于罗德岛哈瑞斯维尔的一幢旧宅居住。房屋虽然古旧沧桑，历史悠久，但是却让佩隆一家体会到回归田园的快乐与喜悦。谁知好景不长，接二连三的怪异事件相继出现，令女孩们惊声尖叫，也让佩隆夫妇的神经绷到极点。为此，他们辗转找到当时最负盛名的沃伦夫妇。丈夫埃德（帕特里克·威尔森 Patrick Wilson 饰）是天主教会唯一认可的驱魔师，妻子洛琳（维拉·法米加 Vera Farmiga 饰）则拥有窥见灵体的能力。他们不费吹灰之力便确定这座阴气十足的大房子的症结所在，而为了征得教会除灵的许可，他们必须深入期间搜集恶灵存在的证据……,8.0,2013-06-08(马德里奇幻电影节),https://movie.douban.com/subject/3804629/
775,穿靴子的猫2 Puss in Boots: The Last Wish,时隔11年，臭屁自大又爱卖萌的猫大侠回来了！如今的猫大侠（安东尼奥·班德拉斯 配音），依旧幽默潇洒又不拘小节、数次“花式送命”后，九条命如今只剩一条，于是不得不请求自己的老搭档兼“宿敌”——迷人的软爪妞（萨尔玛·海耶克 配音）来施以援手来恢复自己的九条生命。,8.1,2022-12-23(中国大陆),https://movie.douban.com/subject/25868125/
776,精灵旅社 Hotel Transylvania,在阴森恐怖令人谈之色变的幽灵森林深处，耸立着一幢巍峨庄严的古堡。这里的主人正是声名显赫的吸血鬼德古拉（亚当·桑德勒 Adam Sandler 配音）。与传说中不同，德古拉是一个无比温柔的好爸爸，他独自抚养爱女梅菲丝（赛琳娜·戈麦斯 Selena Gomez 配音），为了保护女儿免遭人类的戕害，而特意修建了这座名为尖叫旅社的城堡，普通人类绝对无法接近这里。每年梅菲丝生日之际，科学怪人、狼人、木乃伊、隐形人等怪物都从世界各地赶来为小女孩庆生。在梅菲丝118岁生日之际，她渴望见识外面的世界，早有准备的德古拉设下骗局，却意外将人类少年乔纳森（安迪·萨姆伯格 Andy Samberg 配音）引入古堡。乔纳森的到来似乎为怪物世界带来一股全新的气息，德古拉伯爵则不得不费尽心机隐藏他是人类的真相……,8.1,2013-11-01(中国大陆),https://movie.douban.com/subject/3269068/
777,第九区 District 9,1990年，一艘巨大的飞船出现在地球上空，人们惶恐不安，却又分外好奇。经过一段时间紧张的等待，外星飞船始终没有动静。人类终于小心翼翼靠近它，强行走进舱内，结果发现了不计其数的外星人。他们形容丑陋，宛如虾子，而且健康状况极差，虚弱无力。原来这是一群来自外星的难民，他们最终被地球人接纳，并隔离在南非约翰内斯堡的一片区域内生活，此地名为“第九区”。经过长达20年的繁衍，外星难民的数量扩张至180万之多，且和周边人类的矛盾冲突不断，越来越多的人类呼吁将“大虾”赶出地球。MNU（列国同盟组织）经过磋商，决定将外星难民迁移到更为偏远的区域。MNU外星事务部门的特工威库斯（Sharlto Copley 饰）专门负责搬迁工作。威库斯在动员过程中傲慢随意，与当地居民冲突频频。最终，他为自己的行为付出代价，外星人的神秘流体将其感染，威库斯慢慢变成了外星人的模样……,8.3,2009-11-27(中国大陆),https://movie.douban.com/subject/3006772/
778,穆赫兰道 Mulholland Dr.,深夜的穆赫兰道发生一桩车祸，女子丽塔（劳拉·赫利 Laura Harring 饰）在车祸中失了忆。她跌跌撞撞来到一个公寓里藏身。一名男子说他常常梦见一个叫云奇的地方，那里有个恶魔盯着他。于是就来到云奇，果真见到墙后有怪物出现，男子当场晕死。另有一名杀手杀死了他面前 的男人，然而蹩脚的他却惹来了不少一连串的麻烦。故事回到一个刚到好莱坞“寻梦”的女子贝蒂（娜奥米·沃茨 Naomi Watts 饰），她的姨父姨母在电影圈有广泛人缘，让贝蒂的发展如虎添翼，试镜大受好评。同时，她所住的公寓，正好是丽塔藏身之地。贝蒂收留了丽塔，二人感情融洽。面对记不起自己是谁的丽塔，贝蒂决定帮助她寻找回自己的记忆。一名导演想自己决定新戏的女主角，却被他人强行安排人选。工作不顺意的他还发现妻子和清洁工睡在一起。这些看似松散的事件，就像一个迷宫，引向一个让人猜不透的世界…...,8.4,2001-05-16(戛纳电影节),https://movie.douban.com/subject/1292217/
779,亲爱的,田文军（黄渤 饰）和鲁晓娟（郝蕾 饰）曾是一对恩爱的夫妻，然而，两人之间的感情却被时间和争吵消耗殆尽，最终，他们选择了离婚。如今，联系着两人的唯一枢纽，就是可爱的儿子田鹏。然而，某一天，这唯一的纽带也断裂了，田鹏于一次外出玩耍时无故失踪，绝望和崩溃之中，田文军与鲁晓娟踏 上了漫漫寻子之路，并在途中结识了许多和他们一样无助的父亲和母亲们。时光匆匆流逝，一条关于田鹏的线索浮出水面，促使田文军和妻子来到了一处偏僻的村落之中，在那里，他们看到了酷似田鹏的男孩，然而，男孩口中的“妈妈”却并非鲁晓娟，而是一位名叫李红琴（赵薇 饰）的村妇，这错位的一切究竟是怎么回事？,8.4,2014-09-25(中国大陆),https://movie.douban.com/subject/25798222/
780,苦月亮 Bitter Moon,奈杰尔（休•格兰特 Hugh Grant 饰）陷入了七年之痒的婚姻中。他和妻子菲奥纳（克里斯汀•斯科特•托马斯 Kristin Scott Thomas饰）决定乘坐游轮前往印度旅游，尝试改变糟糕的关系。船上，他遇见了瘫痪作家奥斯卡（彼德•考约特 Peter Coyote 饰）和他的美艳妻子咪咪（埃玛纽埃尔•塞纳 Emmanuelle Seigner饰）。奥斯卡似乎要把他和咪咪之间的异常关系告诉陌生人奈杰尔。奥斯卡认识咪咪之初，两人爱得死去活来，情欲之火熊熊燃烧。然而咪咪摄人的魅力只让奥斯卡着迷了一段不长的时间。他开始厌倦，尽管咪咪为了他堕胎、割除子宫、对他一往情深，奥斯卡还是残忍的把她支走。一场车祸后，躺在医院的奥斯卡却赫然发现，咪咪就站在他的病床前，怒不可遏的把他拖下病床，奥斯卡终身残废。他们继续生活在一处。咪咪从来没停止过对奥斯卡的虐待，二人...,8.4,1992-09-23,https://movie.douban.com/subject/1301582/
781,苏州河,上海苏州河上，用摩托车替人送货的马达（贾宏声）接下送接纯真少女牡丹（周迅）的活，两人相处时，牡丹爱上马达，但就在她决定把终身托付给对方时，马达财迷心窍联合黑道朋友绑架了她，令牡丹心灰意冷跳进苏州河里。临跳前，牡丹丢下会变成美人鱼再寻马达的话。五年后，为自己行为懊悔不迭的马达疑惑牡丹又回来了，开始四处找寻。当在某酒吧里看到扮美人鱼表演的美美（周迅）时，马达认定她就是牡丹，然而美美不过是另一个痴情女子而已。,8.2,2000-09-07(中国香港),https://movie.douban.com/subject/1299661/
782,不能说的秘密 不能說的·祕密,叶湘伦（周杰伦 饰）是淡江艺术高中的一名插班生，父亲（黄秋生 饰）是该校的一名教师。这天同学晴依（曾恺玹 饰）带他参观学校，接着他独自来到了学校的旧琴房，本身弹得一首好曲的他被某处传来的一首钢琴曲吸引住了。他来到其中一间旧琴房，遇到了路小雨（桂纶镁 饰），纯纯的爱情故事由此发生了。一直以来，叶湘伦都觉得小雨充满了神秘，却无法进一步了解她。叶湘伦约小雨到琴房见面，叶湘伦以为晴依是小雨，跟晴依接吻时被小雨看到，自此之后叶湘伦就没有再看到小雨。叶湘伦到处寻找小雨，发现了那个小雨所说“不能说的秘密”的全部真相。,8.1,2007-07-31(中国大陆),https://movie.douban.com/subject/2124724/
783,食神,史提芬周（周星驰 饰）在饮食界是享誉盛名的食神，但一直骄傲自大，惟利是图。被身边得力助手陷害，一夜间一无所有。他在庙街认识了早已对他倾心的大姐大火鸡（莫文蔚 饰）及一众老大，靠着史提芬周的商业头脑，他们决定推出“爆浆癞尿牛丸”，史提芬周重出江湖的道路也越来越顺利。为了重新夺得食神的位置，他回到大陆寻找“中国厨艺学院”受训。火鸡一路跟着他想对他表白，史提芬被对手追杀，火鸡不顾生命为他档了一枪，生死未卜。学成归来的史提芬如期到达食神的比赛场地，没想到评判却被对手收买了……,8.2,1996-12-21(中国香港),https://movie.douban.com/subject/1293351/
784,东京教父 東京ゴッドファーザーズ,圣诞夜，退役自行车选手Gin，性倒错者花，离家出走的少女美由纪三人在东京的雪夜中无所事事。这时，他们发现垃圾堆中有一位哭泣的弃婴。孩子的襁褓中仅有一个酒吧的名片与照片。婴儿的父母身份成了谜团。 花想收留孩子，并将孩子取名清子。但另外2人表示反对。于是三人开始了寻找清子父母的旅程。圣诞夜幸福的气氛，伴随的却是怀中清子的哭泣。无家可归的三个人，开始为同样无家可归的清子找寻属于她的家。这一队流浪者，在一夜经历了诸多奇妙的事件。他们能找到清子的父母吗？,9.0,2003-11-08(日本),https://movie.douban.com/subject/1310177/
785,萤火虫之墓 火垂るの墓,美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿姨，但当食物吃完，他们就越感到了寄人篱下的感觉，清太决定带着妹妹离开独自生活。火灾硝烟中的生活并不好过，清太为了妹妹四处偷取食物，但妹妹还是严重营养不良……,8.7,1988-04-16(日本),https://movie.douban.com/subject/1293318/
